X,Y,Frame,Tiempo_seg,fila
1718.9993,347.00095,0,0.0,0
1718.9408,346.99902,1,0.0700190873994532,0
1718.9907,346.8532,2,0.1400381747989065,0
1718.9677,347.02173,3,0.2100572621983598,0
1719.0277,346.93765,4,0.2800763495978131,0
1719.0231,346.8821,5,0.3500954369972663,0
1719.0157,346.98245,6,0.4201145243967196,0
1718.9856,346.95456,7,0.4901336117961729,0
1718.987,347.04007,8,0.5601526991956262,0
1719.0267,347.00684,9,0.6301717865950794,0
1719.0144,346.9024,10,0.7001908739945326,0
1718.9948,346.91193,11,0.7702099613939859,0
1718.9896,346.8568,12,0.8402290487934392,0
1719.0376,346.83215,13,0.9102481361928924,0
1718.9498,346.84363,14,0.9802672235923456,0
1719.0404,346.74603,15,1.050286310991799,0
1719.0734,346.75873,16,1.1203053983912523,0
1719.0526,346.81125,17,1.1903244857907056,0
1719.1437,346.73907,18,1.2603435731901589,0
1719.1333,346.82516,19,1.3303626605896122,0
1719.0605,346.88306,20,1.4003817479890652,0
1719.1635,346.82626,21,1.4704008353885183,0
1719.1726,346.96786,22,1.5404199227879718,0
1719.1825,346.8598,23,1.610439010187425,0
1719.3595,346.94034,24,1.6804580975868784,0
1719.1582,346.84784,25,1.7504771849863316,0
1719.1659,346.9117,26,1.820496272385785,0
1719.22,346.83124,27,1.8905153597852384,0
1719.2119,346.75818,28,1.9605344471846915,0
1719.233,346.7768,29,2.030553534584145,0
1719.2251,346.83597,30,2.100572621983598,0
1719.1681,346.84537,31,2.170591709383052,0
1719.2316,346.7749,32,2.2406107967825046,0
1719.3859,346.9099,33,2.310629884181958,0
1719.2169,346.8113,34,2.380648971581411,0
1719.314,346.8286,35,2.4506680589808645,0
1719.2333,346.83752,36,2.5206871463803178,0
1719.3353,346.87793,37,2.590706233779771,0
1719.2476,346.87997,38,2.6607253211792243,0
1719.1985,346.80304,39,2.7307444085786776,0
1719.2031,346.8861,40,2.8007634959781305,0
1719.3593,346.82867,41,2.870782583377584,0
1719.2668,346.7853,42,2.940801670777037,0
1719.3643,346.71716,43,3.0108207581764903,0
1719.4713,346.83667,44,3.080839845575944,0
1719.4567,346.70502,45,3.150858932975397,0
1719.4197,346.824,46,3.22087802037485,0
1719.4332,346.722,47,3.2908971077743034,0
1719.3821,346.8291,48,3.3609161951737567,0
1719.4154,346.8794,49,3.43093528257321,0
1719.4183,346.85596,50,3.5009543699726637,0
1719.4419,346.8808,51,3.570973457372117,0
1719.4778,346.883,52,3.64099254477157,0
1719.4033,346.82922,53,3.711011632171023,0
1719.6053,346.78406,54,3.781030719570477,0
1719.596,346.83398,55,3.8510498069699297,0
1719.5947,346.74185,56,3.921068894369383,0
1719.5071,346.76477,57,3.991087981768836,0
1719.6044,346.64822,58,4.06110706916829,0
1719.6943,346.6914,59,4.131126156567743,0
1719.662,346.6682,60,4.201145243967196,0
1719.4381,346.80237,61,4.271164331366649,0
1719.4484,346.78143,62,4.341183418766103,0
1719.7158,346.68948,63,4.411202506165556,0
1719.6344,346.74817,64,4.481221593565009,0
1719.6937,346.72495,65,4.551240680964463,0
1719.5675,346.85504,66,4.621259768363916,0
1719.527,346.7666,67,4.691278855763369,0
1719.6708,346.69528,68,4.761297943162822,0
1719.7362,346.7118,69,4.831317030562276,0
1719.5332,346.8586,70,4.901336117961729,0
1719.6663,346.79556,71,4.971355205361182,0
1719.5833,346.87582,72,5.041374292760636,0
1719.6935,346.86066,73,5.111393380160089,0
1719.9369,346.8072,74,5.181412467559542,0
1719.9149,346.8371,75,5.251431554958995,0
1719.8068,346.77692,76,5.321450642358449,0
1719.7886,346.85834,77,5.391469729757902,0
1719.9998,346.83862,78,5.461488817157355,0
1693.3872,347.20132,83,5.811584254154621,0
1693.1823,347.31012,84,5.881603341554074,0
1693.1398,347.3772,85,5.951622428953527,0
1692.9385,347.2994,86,6.021641516352981,0
1693.0605,347.2637,87,6.091660603752434,0
1692.9299,347.31274,88,6.161679691151887,0
1692.8999,347.26596,89,6.2316987785513405,0
1692.8357,347.34692,90,6.301717865950794,0
1692.8875,347.39697,91,6.371736953350247,0
1692.8195,347.31982,92,6.4417560407497,0
1692.8347,347.27692,93,6.511775128149154,0
1692.8151,347.32867,94,6.581794215548607,0
1692.7383,347.26025,95,6.65181330294806,0
1692.6179,347.1936,96,6.7218323903475135,0
1692.6461,347.26468,97,6.791851477746967,0
1692.7542,347.24863,98,6.86187056514642,0
1692.7366,347.2775,99,6.931889652545873,0
1692.6614,347.19247,100,7.001908739945327,0
1692.4722,347.14954,101,7.07192782734478,0
1692.5842,347.0882,102,7.141946914744233,0
1692.7069,347.15042,103,7.211966002143686,0
1692.5045,347.18976,104,7.28198508954314,0
1692.6742,347.09225,105,7.352004176942593,0
1692.5665,347.13873,106,7.422023264342046,0
1692.6669,347.11996,107,7.4920423517415,0
1666.642,348.00235,111,7.772118701339313,0
1666.5615,348.1086,112,7.842137788738766,0
1666.3417,347.8258,113,7.912156876138219,0
1665.9305,348.01614,114,7.982175963537673,0
1665.8922,348.01178,115,8.052195050937126,0
1665.687,347.94363,116,8.12221413833658,0
1665.6511,347.94116,117,8.192233225736032,0
1665.3965,347.9296,118,8.262252313135486,0
1665.5038,347.9865,119,8.332271400534939,0
1665.4713,348.12952,120,8.402290487934392,0
1665.4194,348.03757,121,8.472309575333846,0
1665.3798,347.92896,122,8.542328662733299,0
1665.3429,348.08282,123,8.612347750132752,0
1665.2521,348.00854,124,8.682366837532205,0
1665.2571,348.0691,125,8.752385924931659,0
1665.243,347.77087,126,8.822405012331112,0
1665.2496,347.8667,127,8.892424099730565,0
1665.1935,348.0125,128,8.962443187130019,0
1665.2499,348.03387,129,9.032462274529472,0
1665.2865,348.05084,130,9.102481361928923,0
1665.1803,348.15924,131,9.172500449328378,0
1665.1317,347.91672,132,9.242519536727832,0
1665.1619,347.7379,133,9.312538624127283,0
1665.1614,347.9659,134,9.382557711526738,0
1665.0427,347.91446,135,9.452576798926192,0
